Date,ElCons,Heat,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
13/03/2020 02:00,15.52,50,7,980.2,90,1.4,0,50000,287,8.5,5.1
13/03/2020 03:00,15.33,50,7,981.3,90,1.2,-0.3,50000,282,8.4,4.8
13/03/2020 04:00,15.77,50,7,982.2,93,0.9,-0.1,49286,263,5.6,3.6
13/03/2020 05:00,28.41,50,8,983.3,92,1.2,0,49758,271,7,4.5
13/03/2020 06:00,29.43,60,7,984.3,90,1.6,0,48946,275,7.6,4.7
13/03/2020 07:00,38.26,70,8,985.6,88,1.8,0.1,50000,284,7.2,4.4
13/03/2020 08:00,50.57,70,8,986.4,85,2.4,0.1,50000,282,9.9,5.7
13/03/2020 09:00,51.26,80,7,987.2,84,2.8,0.4,35235,291,7.6,4.6
13/03/2020 10:00,49.69,80,7,988.5,87,2.6,0.7,19845,292,9.9,5.5
13/03/2020 11:00,51.97,70,5,989.7,68,2.9,-2.4,50000,289,11.1,6.3
13/03/2020 12:00,52.74,80,7,991.1,66,2.9,-2.8,45843,297,9.8,6.7
13/03/2020 13:00,49.74,70,7,992.5,58,2.4,-5.1,50000,310,10.7,7.1
13/03/2020 14:00,47.96,80,4,993.2,53,2.3,-6.3,50000,297,7.9,5.7
13/03/2020 15:00,44.43,70,6,994.2,48,2.1,-7.7,50000,291,10.3,5.8
13/03/2020 16:00,35.72,80,2,994.9,50,1.1,-8.1,50000,292,9,5.9
13/03/2020 17:00,32.35,70,0,996.1,53,0.3,-8.2,50000,290,7.4,5.1
13/03/2020 18:00,31.06,70,5,996.9,57,-0.5,-8.1,50000,293,6.5,4.2
13/03/2020 19:00,30.87,70,5,997.9,56,-0.9,-8.5,50000,306,7.2,4.8
13/03/2020 20:00,28.62,90,5,999.1,64,-1.5,-7.4,50000,334,8.8,6.1
13/03/2020 21:00,16.58,90,7,1000.6,68,-2.1,-7.2,50000,329,6.8,5.1
13/03/2020 22:00,16.58,90,0,1001.3,63,-2.9,-8.9,50000,349,5.9,4
13/03/2020 23:00,15.84,70,0,1002.3,68,-4.3,-9.4,50000,337,3.5,2.8
14/03/2020 00:00,15.83,60,0,1002.8,69,-4.1,-8.9,50000,324,4.5,2.9
14/03/2020 01:00,15.79,70,0,1003.3,73,-5.2,-9.3,50000,324,3.5,2.6
14/03/2020 02:00,15.54,60,0,1004.2,73,-5.2,-9.4,50000,325,4.9,3.3
14/03/2020 03:00,15.78,70,0,1005.1,75,-5.7,-9.4,50000,316,3.8,2.6
14/03/2020 04:00,15.58,70,0,1006,78,-6,-9.2,50000,323,3.5,2.6
14/03/2020 05:00,16.33,60,4,1006.8,80,-5.5,-8.4,50000,316,4.1,3
14/03/2020 06:00,16.1,70,3,1007.8,76,-4.6,-8.1,50000,330,7,4.7
14/03/2020 07:00,16.21,70,0,1008.8,62,-3.5,-9.8,50000,322,10.3,6.2
14/03/2020 08:00,16.65,70,0,1009.5,51,-2.5,-11.3,50000,314,10.3,6.8
14/03/2020 09:00,16.5,80,0,1010.2,46,-1.8,-11.9,47171,321,10.2,7.2
14/03/2020 10:00,16.82,80,0,1010.7,38,-0.9,-13.3,49300,317,11.9,7.3
14/03/2020 11:00,16.87,70,2,1011.2,37,0,-12.8,39303,310,10.9,6.9
14/03/2020 12:00,16.46,90,7,1011.7,38,-0.3,-13.1,50000,332,11.3,7.5
14/03/2020 13:00,15.89,70,7,1012.5,37,0.2,-12.9,50000,333,10.4,6.8
14/03/2020 14:00,15.94,80,7,1013.1,36,-0.1,-13.5,50000,340,10.8,7.7
14/03/2020 15:00,15.81,70,0,1013.7,35,-0.2,-13.8,50000,330,13.1,8.1
14/03/2020 16:00,15.88,70,0,1014.6,38,-0.7,-13.2,50000,327,8.8,5.7
14/03/2020 17:00,15.8,80,0,1015.7,39,-1.4,-13.7,50000,322,7,4.7
14/03/2020 18:00,15.83,80,0,1016.6,42,-1.8,-13,50000,311,5.7,3.7
14/03/2020 19:00,16.01,70,0,1017.6,46,-2.3,-12.4,50000,286,2.7,1.8
14/03/2020 20:00,16.2,70,0,1018.3,53,-3.1,-11.3,50000,290,2.9,2.2
14/03/2020 21:00,15.37,90,0,1019.1,64,-3.4,-9.3,50000,280,4,2.6
14/03/2020 22:00,15.45,80,0,1019.6,68,-3.8,-8.8,50000,287,3.4,2.3
14/03/2020 23:00,14.91,70,0,1020,72,-4.1,-8.4,50000,268,2.9,1.8
15/03/2020 00:00,14.76,70,0,1019.8,82,-5.8,-8.4,50000,142,0.8,0.5
15/03/2020 01:00,14.82,70,0,1019.8,91,-7.7,-8.9,50000,219,1.1,0.6
15/03/2020 02:00,14.78,60,0,1019.8,91,-7.4,-8.6,47246,137,1.4,1.2
15/03/2020 03:00,14.66,70,0,1019.4,86,-6.1,-8,50000,158,2.2,1.4
15/03/2020 04:00,14.6,70,0,1018.8,94,-7.7,-8.5,47203,134,1.6,1.3
15/03/2020 05:00,15.41,70,0,1018,74,-0.9,-5,50000,193,4.8,3.7
15/03/2020 06:00,15.12,70,0,1017.7,65,1.1,-4.8,50000,212,6.3,3.9
15/03/2020 07:00,15.17,70,0,1017.1,60,2.4,-4.5,45296,212,9.3,5
15/03/2020 08:00,18.09,60,0,1016.8,61,3.2,-3.6,47601,217,11.5,6.1
15/03/2020 09:00,17.97,60,7,1016.4,60,3.5,-3.6,50000,219,16.2,8.5
15/03/2020 10:00,17.92,80,1,1015.9,59,4.2,-3.2,36062,233,14.8,9.6
15/03/2020 11:00,17.94,70,3,1015.9,61,4.4,-2.4,32590,224,13,8
15/03/2020 12:00,18.03,70,7,1015.4,64,4.1,-2.1,36661,217,17.2,10.6
15/03/2020 13:00,18.09,60,4,1014.7,66,3.9,-1.9,33265,212,13.2,8.2
15/03/2020 14:00,18.01,50,3,1014,62,3.9,-2.6,41636,210,17.4,9.7
15/03/2020 15:00,18.13,60,2,1013.4,62,4,-2.6,46701,209,14.6,8.7
15/03/2020 16:00,17.93,50,3,1012.3,64,3.6,-2.6,47520,196,11.3,7
15/03/2020 17:00,17.98,70,0,1011.5,63,3.2,-3.2,47009,194,14.1,9.6
15/03/2020 18:00,18.22,50,7,1010.6,62,3.2,-3.4,50000,195,14.9,9.2
15/03/2020 19:00,18.39,50,8,1010,62,3.3,-3.2,43527,200,16.1,9.5
15/03/2020 20:00,16.3,50,8,1009.1,74,2.9,-1.2,20686,207,14.5,9.4
15/03/2020 21:00,15.45,60,8,1007.9,84,2.2,-0.1,14269,207,17.2,10.8
15/03/2020 22:00,15.46,50,8,1007.1,81,2.6,-0.4,13740,206,16.6,10.8
15/03/2020 23:00,14.89,60,8,1006.4,89,2.3,0.7,9416,203,14.1,9.6
16/03/2020 00:00,14.71,50,8,1005.7,88,3.3,1.5,19447,204,13.5,9.3
16/03/2020 01:00,14.67,50,8,1005,87,4,2.1,19224,210,14.4,9
16/03/2020 02:00,14.95,60,8,1004.2,87,4.2,2.1,11253,216,14.3,8.2
16/03/2020 03:00,14.72,50,8,1003.8,91,3.9,2.5,14954,210,13.5,8.1
16/03/2020 04:00,25.43,50,8,1003.6,91,4,2.7,10680,216,16.2,8.6
16/03/2020 05:00,29.4,50,8,1004,92,4.1,3,10606,217,11.2,7.6
16/03/2020 06:00,28.87,50,8,1004,94,4.1,3.2,11607,217,9.2,5.8
16/03/2020 07:00,36.94,50,8,1004.4,95,4.2,3.5,11039,218,8.8,5.5
16/03/2020 08:00,51.64,50,8,1005.2,96,4.3,3.7,12400,217,6.7,4.7
16/03/2020 09:00,59.01,70,8,1005.7,96,4.5,4,13361,220,7.1,4.6
16/03/2020 10:00,57.58,50,8,1006.4,96,4.7,4.1,9907,230,6.2,3.6
16/03/2020 11:00,57.19,60,8,1006.9,92,5,3.8,32078,299,5,3.4
16/03/2020 12:00,58.29,60,7,1007.6,75,5,1,50000,302,6.5,4.2
16/03/2020 13:00,56.24,50,8,1008.2,72,5.4,0.7,50000,310,5.6,4
16/03/2020 14:00,52.47,60,3,1009.3,56,5.7,-2.5,44633,339,10.3,6.4
16/03/2020 15:00,47.72,50,3,1010.6,53,4.9,-3.9,50000,350,10.3,6.2
16/03/2020 16:00,38.42,50,7,1011.7,52,3.8,-5.3,50000,349,8.3,5.6
16/03/2020 17:00,33.19,40,1,1013.3,58,1.9,-5.5,50000,350,4.6,3.2
16/03/2020 18:00,30.44,50,0,1014.8,64,0.2,-5.8,50000,339,2.6,2.1
16/03/2020 19:00,30.15,50,0,1015.7,69,-0.3,-5.4,50000,353,2,1.4
16/03/2020 20:00,27.79,60,0,1017,83,-2.2,-4.8,47151,346,1.1,0.7
16/03/2020 21:00,15.7,70,0,1018.1,82,-2.5,-5.2,49008,22,1.2,0.8
16/03/2020 22:00,15.68,60,0,1018.7,81,-3.3,-6.1,50000,0,0,0
16/03/2020 23:00,14.86,60,0,1019.4,93,-4.6,-5.6,41416,0,0,0
17/03/2020 00:00,15.03,60,0,1020.2,96,-5.3,-5.9,43659,277,1,0.6
17/03/2020 01:00,14.86,60,0,1020.2,96,-5.7,-6.2,42044,0,0,0
17/03/2020 02:00,14.72,60,0,1020.3,97,-6.1,-6.5,5772,64,1.4,0.8
17/03/2020 03:00,14.87,70,5,1020.2,96,-6.1,-6.6,41678,127,0.7,0.5
17/03/2020 04:00,14.81,60,2,1020.7,95,-7.2,-7.9,48533,100,0.9,0.6
17/03/2020 05:00,27.17,70,0,1020.7,95,-6.8,-7.5,34317,0,0,0
17/03/2020 06:00,29.42,80,4,1019.8,88,-1.3,-3,35821,135,3.2,2.5
17/03/2020 07:00,36.8,90,1,1019.8,70,1.8,-3.1,43053,173,6.1,3.6
17/03/2020 08:00,46.45,90,5,1019.5,72,2.7,-1.9,43384,186,9.2,6.1
17/03/2020 09:00,50.36,90,0,1018.2,69,3.2,-2,39177,183,12.1,7.4
17/03/2020 10:00,46.98,70,7,1017.4,70,2.8,-2.1,40081,186,10.8,7.6
17/03/2020 11:00,49.74,60,8,1016.9,71,2.8,-1.9,36051,201,10.4,7
17/03/2020 12:00,49.91,70,8,1015.9,74,3.4,-0.9,39541,194,11.1,6.3
17/03/2020 13:00,50.46,60,8,1015,79,3.5,0.2,42043,209,14.8,7.8
17/03/2020 14:00,51.13,60,8,1013.9,90,3.3,1.9,7740,210,12.5,7.9
17/03/2020 15:00,48.29,60,8,1012.9,90,3.9,2.5,23038,207,10.1,6.5
17/03/2020 16:00,39.61,60,8,1012.4,86,4.5,2.2,32730,226,11.7,6.8
17/03/2020 17:00,33.1,60,8,1012.3,87,4.6,2.5,28205,225,11.4,7
17/03/2020 18:00,29.76,50,8,1012.3,87,4.5,2.6,18565,218,9.6,5.3
17/03/2020 19:00,29.86,50,8,1012.5,88,4.6,2.7,23136,220,8.4,5.2
17/03/2020 20:00,27.7,50,8,1012.2,87,4.5,2.5,29497,214,7.6,5
17/03/2020 21:00,15.73,60,8,1012.2,87,4.7,2.6,33699,210,7.6,4.9
17/03/2020 22:00,15.53,50,8,1012.1,87,4.8,2.8,29190,220,6,4
17/03/2020 23:00,14.72,50,8,1011.8,87,4.9,2.9,31815,220,8,4.3
